Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,WIRES-X,County,Grid,Op Status,Coverage,Sponsor,Features,Coordination,Last update,Uplink Tone,EchoLink,IRLP,Notes,Downlink Tone,DMR Enabled,Color Code,DMR ID,IPSC Network,Wide Network,Web links,Links,Nets,Bandwidth,AllStar,Talkgroups,Rocky Mountain Wide,Central Regional,Affiliate,Mixed-Mode,On-air,Commands,Local/Cluster,Colorado,REACT,CO-Park County,Northern Colorado Regional,D-STAR Enabled,Node,Sources,NXDN Enabled,RAN,NXDN Bandwidth,NXDN Network,Feed,P-25 Digital Enabled,NAC,Default Reflector,Southern Colorado,TAC 310,TAC 311,Colorado Chat,Local Network,Eastern Colorado,Devilshead Local,Location Photo,Talkgroup Network,Local or Reflector,Kansas,CKRG,KansasLink,RX Location,Gunbarrel,Lousville,Lyons,Louisville #2,DCI Bridge,N. Colorado,Mountain Reg USA,Worldwide English,North America,Worldwide,English,BYRG
1299.5,-20,,W0DK,Boulder,CO,OPEN,,S,176.24,WNW,,08,8221,40.01499939,-105.27100372,1299.5,1279.5,,,,Boulder,,On-Air,,Boulder County ARES,E-power.,CCARC,2012-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,W0DK (A) DVAP 24/7,jfindu lookup / dstar-users lookup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.73,-0.6,91.5,K0DK,Boulder,CO,OPEN,E,,176.27,WNW,Node Offline,08,15,40.05709839,-105.24299622,146.73,146.13,,,,Boulder,DN70jb,Off-Air,Local,BARC,12,CCARC,2017-05-02,91.5,115482,,,91.5,,,,,,http://www.ked-wireless.com/products1.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.85,-5,141.3,AC0KQ,"Evergreen, Saddleback Mountain",CO,OPEN,A,,176.38,WNW,,08,9580,39.7189,-105.44,447.85,442.85,,,,Clear Creek,,Off-Air,Wide area at 9500',AC0KQ,AllStar node repeater providing wide area coverage along the Front Range,CCARC,2019-08-23,141.3,,,,141.3,,,,,,,,,,29571,,,,Rocky Mountain Ham Radio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,-5,136.5,WR0AEN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,177.37,WNW,,08,8250,39.6732,-105.48,449,444,,,,Clear Creek,,On-Air,,CARN,,CCARC,2017-03-11,136.5,,,,136.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.75,-5,100,N0ZSN,"La Veta, Cordova Pass",CO,OPEN,EIA,,177.67,SW,ON - IDLE,08,13485,37.34069824,-105.02400208,449.75,444.75,,,,Las Animas,,On-Air,,N0ZSN,,CCARC,2015-07-27,100,363976,7301,,100,,,,,,The Fun Machine,Full-time to the The Fun Machine System .,,,28368,,,,The Fun Machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.3,0.6,103.5,N0PYY,"Evergreen, Squaw Mountain",CO,OPEN,,,177.83,WNW,,08,84,39.6781,-105.487,147.3,147.9,,,,Clear Creek,,On-Air,Wide area.,Denver PD EEB,,CCARC,2017-03-11,103.5,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.675,-5,100,W0CFI,"Idaho Springs, Squaw Mountain",CO,OPEN,,,177.86,WNW,,08,94,39.6774,-105.488,448.675,443.675,,,,Denver,,On-Air,Wide area.,W0CFI,,CCARC,2015-04-03,100,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.67,-0.6,100,KB0UDD,"Idaho Springs, Squaw Mountain",CO,OPEN,,,178.11,WNW,,08,78,39.6794,-105.492,146.67,146.07,,,,Clear Creek,,On-Air,"North to Cheyenne, Wy - East to Limon, Co - South to Colorado Springs, Co and West to the Continental Divide.",Castle Rock Repeater Group,11,CCARC,2016-09-08,100,,,,100,,,,,,,,CRRG/QCWA: Sun at 0930. Southern Metro LDS Ham Group: Sun at 1900. ARES23: Thu at 1930. ARES13: Sun at 2000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.145,-0.6,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,,,178.11,WNW,,08,107,39.6794,-105.492,145.145,144.545,,,,Clear Creek,,On-Air,Wide area. Denver metro.,Colorado Repeater Assoc,E-power.,CCARC,2018-07-23,107.2,,,,107.2,,,,,,http://www.w0cra.org/info/squaw.html#145145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.575,-5,107.2,W0CRA,"Idaho Springs, Squaw Mountain",CO,OPEN,EI,,178.11,WNW,Node Offline,08,264,39.6794,-105.492,447.575,442.575,,,,Clear Creek,,On-Air,Wide area: Denver metro.,Colorado Repeater Association (CRA),,CCARC,2017-11-13,107.2,347088,3291,,107.2,,,,,,http://www.w0cra.org,,,,,,,,,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.49,-0.6,100,W0TX,"Idaho Springs, Centennial Cone",CO,OPEN,,,178.11,WNW,,08,76,39.6794,-105.492,145.49,144.89,,,,Jefferson,,On-Air,,"KB0VIU, Denver Radio Club",E-power.,CCARC,2017-03-11,100,,,,100,,,,,,DRC Repeaters,"Full-time to 448.62500 (W0TX) at Golden, Centennial Cone, CO .",DRC: Sun at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.35,-5,100,W0TX,"Idaho Springs, Squaw Mountain",CO,OPEN,E,,178.11,WNW,ON - IDLE,08,98,39.6794,-105.492,449.35,444.35,,,,Clear Creek,,On-Air,Wide area.,Denver Radio Club,11,CCARC,2017-03-11,100,4140,,,100,,,,,,DRC Repeaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.45,-5,103.5,K1DUN,"Idaho Springs, Squaw Mountain",CO,OPEN,,,178.16,WNW,,08,99,39.6794,-105.493,449.45,444.45,,,,Clear Creek,,On-Air,"Wide area: West to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mountain Radio League,11,CCARC,2016-12-23,103.5,,,,127.3,,,,,,Repeater,,RMRL: Mon at 20:30.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.225,-5,141.3,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,,178.16,WNW,,08,8197,39.6797,-105.493,448.225,443.225,,,,Clear Creek,,On-Air,,Rocky Mountain Ham Radio,E-power(gen).,CCARC,2016-05-24,141.3,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.9375,-5,CC,N0SZ,"Idaho Springs, Squaw Mountain",CO,OPEN,,D,178.17,WNW,,08,7190,39.6798,-105.493,446.9375,441.9375,,,,Clear Creek,,On-Air,,Rocky Mountain Ham Radio,,CCARC,2017-01-13,,,,See the website for programming information.,,yes,7,,,,Rocky Mountain Ham Radio,Full-time to the Colorado TRBO System .,,,,"Open Talkgroup View Assignment TS TG Access Rocky Mountain Wide 1 700 Full-Time Southern Colorado 2 719 Full-Time Central Regional 2 720 Full-Time Northern Colorado Regional 2 721 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",1,2,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,RMHAM,,,,,,,,,,,,,,,,,
146.94,-0.6,103.5,W0WYX,"Idaho Springs, Squaw Mountain",CO,OPEN,,,178.17,WNW,,08,81,39.6798,-105.493,146.94,146.34,,,,Clear Creek,,On-Air,"Wide area: west to the Continental Divide, south to Colorado Springs, east to Limon, and north to Cheyenne.",Rocky Mtn Radio League,11,CCARC,2017-03-11,103.5,,,,103.5,,,,,,Repeater,"Linkable to 449.82500 (W0WYX) at Broomfield, CO . Linkable to 449.45000 (K1DUN) at Idaho Springs, Squaw Mountain, CO .",Colorado WX: Daily at 06:30. RMRL: Mod at 20:30. Astronomy: Tue at 19:00. Amateur Radio Events: Tue at 20:00.,,,,,,,,,Autopatch: 911* / Off 0*.,,,,,,,,,,,,,Listen Live,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.025,-5,100,W0UPS,"Loveland, Budweiser Event Center",CO,OPEN,,Y,179.56,NW,,08,3621,40.44400024,-104.98899841,448.025,443.025,yes,Open ↑ / Open ↓,,Larimer,DN70MK,On-Air,,Northern Colorado ARC,,CCARC,2016-03-21,100,,,,100,,,,,,,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,CSQ,K0KDC,North Platte,NE,OPEN,,,179.94,NNE,,31,44,41.12390137,-100.76499939,146.835,146.235,,,,Lincoln,,On-Air,,K0KDC,,,2019-05-05,CSQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.31,-0.6,88.5,KB0VJJ,"Boulder, Thorodin Mountain",CO,OPEN,,,179.94,WNW,,08,72,39.8875,-105.426,145.31,144.71,,,,Gilpin,,On-Air,"Wide area: Cheyenne, Wyoming to the north, Monument, Colorado to the south, Limon, Colorado to the east, and the continental divide to the west.",Colorado Connection,10,CCARC,2019-08-15,88.5,,,"Split tone. The repeater still transmits 123.0 for those wishing to use tone squelch, you must run a split tone 88.5 TX and 123.0 RX",123,,,,,,,Full-time to the Colorado Connection System .,Colorado Traffic Net: Daily at 19:30. Colorado Connection Net (all welcome): Thu at 20:00. Statewide ARES: Sun at 20:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.225,-5,141.3,N0SZ,"Denver, Thorodin Mountain",CO,OPEN,,,179.94,WNW,,08,97,39.8875,-105.426,449.225,444.225,,,,Gilpin,,On-Air,Wide area.,Rocky Mountain Ham Radio (RMHR),Emergency Power,CCARC,2015-11-03,141.3,,,"Emcomm Affiliated, Open repeater",141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.7,-0.6,,NE0NP,North Platte,NE,OPEN,,,179.94,NNE,,31,43,41.12390137,-100.76499939,146.7,146.1,,,,Lincoln,,Off-Air,,North Platte Progressive Amateur Radio Club,E-power.,,2018-10-14,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.05,-5,107.2,WG0N,"Idaho Springs, Squaw Mountain",CO,OPEN,,,180.63,WNW,,08,95,39.7425,-105.514,449.05,444.05,,,,Denver,,On-Air,Wide area.,WG0N,E-power.,CCARC,2012-11-20,107.2,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.33,0.6,123,N0IQ,North Platte,NE,OPEN,EI,,181.06,NNE,Node Offline,31,11023,41.1403,-100.76,147.33,147.93,,,,Lincoln,,On-Air,,Randy Allen,,,2017-06-29,123,857936,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.4,5,123,N0IQ,North Platte,NE,OPEN,EI,,181.06,NNE,Node Offline,31,11022,41.14030075,-100.76000214,444.4,449.4,,,,Lincoln,,On-Air,Maxwell to Sutherland across I-80.,Randy Allen,,,2014-05-04,123,857936,7627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.94,-0.6,123,N0UGO,North Platte,NE,OPEN,EI,,181.06,NNE,Node Offline,31,11026,41.1403,-100.76,146.94,146.34,,,,Lincoln,,On-Air,,Charlie Allen,Linked to 146.760 in Ogallala and 442.250 south of North Platte,WB0CMC,2019-05-05,123,751985,7349,,,,,,,,,,Sunday Night net: Sun at 20:30 Wednesday Night net: Wed at 21:00.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.25,5,123,N0UGO,North Platte,NE,OPEN,EI,,181.06,NNE,Node Offline,31,11024,41.1403,-100.76,442.25,447.25,,,,Lincoln,,Off-Air,,Charlie Allen,,,2018-10-14,123,751985,7349,Linked to 146.940 in North Platte and 146.760 in Ogallala.,,,,,,,,,Sunt at 20:30 Wed at 21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.575,-5,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,181.22,NW,,08,181,40.39780045,-105.0739975,449.575,444.575,,,,Larimer,,On-Air,,Loveland Rptr Assoc,"Closed autopatch, e-power.",CCARC,2018-02-24,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.05,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,181.95,WNW,,08,8992,40.07220078,-105.35399628,445.05,440.05,,,,Boulder,,On-Air,Wide area,Rocky Mountain Ham Radio,BrandMeister Network,CCARC,2019-11-27,,,,,,yes,1,310852,RMHR c Record retrieved from radioid.net,BrandMeister,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,,,,,,,,,,,,
446.9875,-5,CC,N0SZ,"Boulder, Lee Hill",CO,OPEN,,D,181.95,WNW,,08,5219,40.07220078,-105.35399628,446.9875,441.9875,,,,Boulder,,On-Air,,Rocky Mountain Ham Radio,Linked on Time Slot 2 to Almagre Mtn (446.950).,,2019-11-27,,,,,,yes,7,310813,RMHR c Record retrieved from radioid.net,,,"Full-time to 446.95000 (K7PFJ) at Colorado Springs, Almagre Mountain, CO . Full-time to the Colorado TRBO System .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.75,-5,141.3,N0SZ,"Boulder, Lee Hill",CO,OPEN,I,,181.95,WNW,,08,19,40.07220078,-105.35399628,447.75,442.75,,,,Boulder,,On-Air,,Rocky Mountain Ham Radio,,CCARC,2018-04-24,141.3,,3450,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.46,-0.6,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,EI,,181.95,WNW,ON - IDLE,08,8,40.07220078,-105.35399628,145.46,144.86,,,,Boulder,,On-Air,Boulder/Denver Metro,Colorado Repeater Association (CRA),"Closed autopatch, e-power.",CCARC,2017-11-13,107.2,347086,3990,,107.2,,,,,,,"Full-time to 145.16000 (W0CRA) at Colorado Springs, Cheyenne Mountain, CO . Full-time to 147.22500 (W0CRA) at Larkspur, Westcreek, CO .",,,,,,,CRA VHF Link System,,,Member-only IRLP and Echolink node,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.975,-5,107.2,W0CRA,"Boulder, Eldorado Mountain",CO,OPEN,,,181.95,WNW,,08,20,40.07220078,-105.35399628,447.975,442.975,,,,Boulder,DN70HB,On-Air,Wide area: Boulder/Longmont area.,Colorado Repeater Association (CRA),Closed autopatch.,CCARC,2016-09-08,107.2,,,,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.02,-1.6,,W0IA,"Boulder, Lee Hill",CO,OPEN,E,,181.95,WNW,ON - IDLE,08,18,40.07220078,-105.35399628,224.02,222.42,,,,Boulder,DN70HB,On-Air,Denver metro area.,Rocky Mtn VHF Soc,8,CCARC,2017-03-11,,217336,,,,,,,,,RMVHS repeaters,"Full-time to 449.55000 (W0IA) at Boulder, CO .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.39,0.6,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,182.09,NW,,08,12562,40.54460144,-104.94400024,147.39,147.99,,,,Larimer,,On-Air,"Fort Collins east side, into Red Feather Lakes area.",KT0L - NoCo C-Bridge Network,,CCARC,2019-11-27,,,,,,yes,2,310822,NoCO c Record retrieved from radioid.net,,Documentation,,Tac 310 Net: Sun at 18:00.,,,"Open Talkgroup View Assignment TS TG Access TAC 310 1 310 DCI Bridge 1 3100 N. Colorado 1 3171 Mountain Reg USA 1 3177 Local/Cluster 2 2 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,,,,,
447.2,-5,82.5,N6RFI,"Severance, Cactus Hill",CO,OPEN,,,182.2,NW,,08,8188,40.58100128,-104.90599823,447.2,442.2,,,,Weld,DN70NN,On-Air,,N6RFI,,CCARC,2017-03-11,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145.205,-0.6,CSQ,KA0RCZ,Alma,NE,OPEN,,,182.38,E,,31,6,40.10079956,-99.36250305,145.205,144.605,,,,Harlan,,On-Air,,,Linked to 444.625 Axtel.,WB0CMC,2018-04-01,CSQ,,,,,,,,,,http://w0ky.club/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.835,-0.6,100,KE0PTS,Pawnee Rock,KS,OPEN,,Y,183.33,ESE,,20,4101,38.3052,-99.0244,146.835,146.235,yes,Open ↑ / Open ↓,,Barton,,On-Air,Wide area.,"N0VPX, Central Kansas Repeater Group.",,Kansas Repeater Council,2019-09-22,100,,,,100,,,,,,http://www.ckrgclub.com,,,,,,,,,Yes; analog capable.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.195,0.6,100,W0LRA,"Loveland, Namaqua Hill",CO,OPEN,,,183.42,NW,,08,179,40.39849854,-105.125,147.195,147.795,,,,Larimer,,On-Air,,Loveland Repeater Assoc,"Closed autopatch, e-power.",CCARC,2016-08-18,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.775,-5,CC,W0DMR,"Fort Collins, Timnath",CO,OPEN,,D,183.58,NW,"Rick KT0L Repeater Ft Collins, CO (Limited coverage)",08,10995,40.59379959,-104.9260025,446.775,441.775,,,,Larimer,DN70MO,On-Air,"Fort Collins east side, into Red Feather Lakes area.",W0DMR - NoCo C-bridge Network,,CCARC,2019-11-27,,,,"Any additional Brandmeister talk group is available on time slot 1, too many to list here, see website. https://dmrx.net/files/US_BM_User_Guide.pdf",,yes,2,310806,NoCO c Record retrieved from radioid.net,,W0DMR,,,,,"Open Talkgroup View Assignment TS TG Access Worldwide English 1 91 Full-Time North America 1 93 Full-Time DCI Bridge 1 3100 Full-Time Local/Cluster 2 2 Colorado 2 3108 Full-Time N. Colorado 2 3171 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,Brandmeister Network,,,"Repeater ID: 310806, TS 1: TG 91 - World Wide, TG 93 - North America, TG 3100 USA. TS 2: TG 2 - Local, TG 3171 - No. Colorado, TG 3108 Colorado Statewide.",2,2,,,,,,,,,,,,,,,,,,,,,,,BrandMeister US,,,,,,,,,,1,2,,1,1,,,
146.91,0.6,123,W0JZ,Gold Hill,CO,OPEN,,,184.31,WNW,,08,13368,40.0633,-105.41,146.91,147.51,,,,Boulder,,On-Air,"East of Gold Hill, The Indian Peaks, Denver, Boulder",,,,2017-04-09,123,,,There is a MOU With BCARES for repeater use.,127.3,,,,,,http://goldhilltown.com/,,"Summer Tue at 19:30P, Winter 19:00.",,,,,,"Town of Gold Hill, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224.6,-1.6,100,W0RM,Rollinsville,CO,OPEN,,,184.4,WNW,,08,201,39.9172,-105.501,224.6,223,,,,Gilpin,,,,W0RM,,CCARC,2012-11-10,100,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.135,0.6,,W0SOK,Cozad,NE,OPEN,,,184.58,NE,,31,30,40.724,-99.913,147.135,147.735,,,,Dawson,,Off-Air,,Heartland Amateur Radio Association,E-power.,,2017-06-29,,,,,,,,,,,,,Wed 2030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.725,-5,131.8,W7RF,Fort Collins,CO,OPEN,,,185.5,NW,,08,8194,40.49599838,-105.07900238,447.725,442.725,,,,Larimer,DN70LL,On-Air,,W7RF,,CCARC,2018-05-13,131.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.325,5,CC,KE0PTS,Pawnee Rock,KS,OPEN,,D,186.24,ESE,,20,16225,38.2653,-98.9809,444.325,449.325,yes,Open ↑ / Open ↓,,Barton,,On-Air,Wide area.,CKRG,,Kansas Repeater Council,2019-09-22,,,,,,yes,1,312032,,,https://centralksrepeater.wixsite.com/ckrg,Full-time internet linked to the CKRG System .,[email&nbsp;protected] :45-WARC DMR Net (31204),,,"Open Talkgroup View Assignment TS TG Access Local or Reflector 1 9 Full-Time CKRG 1 31204 Full-Time Local/Cluster 2 2 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
146.64,-0.6,88.5,K5IS,Perryton,TX,OPEN,,,187.59,SSE,,48,383,36.4,-100.803,146.64,146.04,,,,Ochiltree,,,,,,TVHFS,,88.5,,,,,,,,,,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.475,5,CC 131.8,N7JYS,Russell,KS,OPEN,,DY,187.62,ESE,,20,8731,38.875,-98.867,442.475,447.475,yes,Open ↑ / Open ↓,,Russell,,On-Air,35,N7JYS,,Kansas Repeater Council,2018-01-07,131.8,,,MMDVM Mixed-Mode repeater.,131.8,yes,7,312023,,,,Full-time internet linked to the CKRG System . Full-time internet linked to the KansasLink System .,,,,"Open Talkgroup View Assignment TS TG Access Local or Reflector 1 9 Full-Time Kansas 1 3120 Full-Time CKRG 1 31204 Full-Time Local/Cluster 2 2 Full-Time KansasLink 2 31203 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,Western Kansas Intertie,Yes; analog capable.,,,2,,,,,,,,,,,,,yes,293,yes,,,,,,,,,,1,1,1,2,,,,,,,,,,,,,
442.85,5,141.3,KC0HFA,Russell,KS,OPEN,,,188.01,ESE,,20,4057,38.8953,-98.8598,442.85,447.85,,,,Russell,,On-Air,Local. I-70,KC0HFA,Linked.,Kansas Repeater Council,2018-01-14,141.3,,,,141.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,CC,KB0SJR,Russell,KS,OPEN,,D,188.03,ESE,,20,16627,38.8827,-98.8595,442,447,,,,Russell,,On-Air,City of Russell,,,,2019-04-09,,,,Click here for current TG Info,,yes,1,312025,,,https://centralksrepeater.wixsite.com/ckrg,Full-time internet linked to the CKRG System .,,,,"Open Talkgroup View Assignment TS TG Access Local or Reflector 1 9 Full-Time CKRG 1 31204 Full-Time Local/Cluster 2 2 Full-Time function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,CKRG,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,
147.36,0.6,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,188.63,NW,,08,125,40.57080078,-105.07700348,147.36,147.96,,,,Larimer,,On-Air,Map,CO State Univ ARC,Closed autopatch.,CCARC,2017-03-11,100,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.55,-20,100,K1TJ,Fort Collins,CO,OPEN,,,189.15,NW,,08,3620,40.51530075,-105.14700317,1283.55,1263.55,,,,Larimer,DN70KM,On-Air,Northern Colorado Front Range,K1TJ Repeater System,,CCARC,2013-01-01,100,,,,,,,,,,http://www.k1tj.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.45,-5,123,KC0RBT,Fort Collins,CO,OPEN,E,,189.15,NW,ON - IDLE,08,276,40.51530075,-105.14700317,447.45,442.45,,,,Larimer,,On-Air,,,,CCARC,2016-02-01,123,447450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.7375,-5,CC,N0AOL,Fort Collins,CO,OPEN,,D,189.15,NW,,08,8505,40.51530075,-105.14700317,446.7375,441.7375,,,,Larimer,DN70KM,On-Air,Wide area: North Front Range.,N0AOL - NoCo C-Bridge Network,DMR-MARC World Wide Network,CCARC,2019-11-27,,,,Repeater ID: 310803,,yes,2,310803,NoCo c Record retrieved from radioid.net,,http://nocodmr.kt0l.net:8080/nocodmr/documentation.htm,,"DMR World Wide Net: Sat at 10:00. TS 1 Group Call 1 http://www.dmr-marc.net/ Tac 310 Net: Sun at 18:00, TS 1 Group Call 310 .",,,"Open Talkgroup View Assignment TS TG Access Worldwide 1 1 North America 1 3 English 1 13 TAC 310 1 310 Local/Cluster 2 2 N. Colorado 2 3171 function myFunction(id) { var x = document.getElementById(id); if (x.className.indexOf(""w3-show"") == -1) { x.className += "" w3-show""; } else { x.className = x.className.replace("" w3-show"", """"); } }",,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,1,1,1,
449.85,-5,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,189.54,NW,,08,124,40.58530045,-105.08399963,449.85,444.85,,,,Larimer,,On-Air,Map,CO State Univ ARC,Closed autopatch.,CCARC,2012-11-16,100,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927.95,-25,100,W0QEY,"Fort Collins, CSU Durward Hall",CO,OPEN,,,189.54,NW,,08,3592,40.58530045,-105.08399963,927.95,902.95,,,,Larimer,,On-Air,Northern Front Range,,,CCARC,2019-09-01,100,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
